transaction_id,user_id,product_id,merchant_id,amount,timestamp,location,payment_method,category
TX000127,U02251,P01607,M00053,1168.31,20240309062841,Lyon,BANK_TRANSFER,Automotive
TX000128,U04993,P01676,M00158,105.85,20230129180836,Nice,CASH,Toys
TX000129,U00177,P04840,M00035,125.43,20230602215348,Bordeaux,CASH,Home & Garden
TX000130,U09254,P02858,M00387,48.91,20230803125142,Nîmes,CARD,Health
TX000131,U03003,P01124,M00242,10.38,20240409161947,Toulouse,PAYPAL,Books
TX000132,U06531,P02290,M00083,98.63,20240208172828,Lyon,BANK_TRANSFER,Sports
TX000133,U00255,P01246,M00277,24.97,20240520074749,Toulouse,BANK_TRANSFER,Books
TX000134,U01512,P03066,M00450,227.92,20240123044647,Saint-Etienne,CARD,Clothing
TX000135,U03116,P00774,M00168,72.72,20240604191056,Toulouse,PAYPAL,Health
TX000136,U06916,P01114,M00292,179.49,20240506064526,Paris,CRYPTO,Health
TX000137,U08807,P01954,M00029,178.08,20231026215454,Grenoble,CARD,Health
TX000138,U00111,P03769,M00218,44.23,20241225172736,Saint-Etienne,CASH,Books
TX000139,U08137,P02383,M00024,84.01,20241225054249,Saint-Etienne,CARD,Automotive
TX000140,U07735,P02591,M00074,129.51,20230202220712,Bordeaux,CASH,Home & Garden
TX000141,U03317,P01642,M00481,1813.92,20230422214008,Strasbourg,BANK_TRANSFER,Automotive
TX000142,U07255,P01755,M00262,3402.32,20240502165224,Toulon,PAYPAL,Automotive
TX000143,U05435,P04988,M00305,488.57,20230226021346,Villeurbanne,CRYPTO,Automotive
TX000144,U05513,P00728,M00224,60.47,20240811020123,Reims,CASH,Books
TX000145,U02389,P04254,M00487,78.96,20240427070000,Nice,CASH,Health
TX000146,U04992,P01951,M00056,192.75,20241113162059,Paris,BANK_TRANSFER,Toys
TX000147,U09911,P00317,M00254,210.3,20230309230940,Grenoble,CASH,Home & Garden
TX000148,U09252,P03523,M00181,192.53,20230204003451,Lyon,BANK_TRANSFER,Sports
TX000149,U02349,P04644,M00162,60.91,20241221224528,Nantes,CASH,Sports
TX000150,U07815,P04100,M00273,1568.7,20241228071702,Strasbourg,CRYPTO,Electronics
TX000151,U02997,P00918,M00388,42.08,20230709094625,Nantes,CARD,Home & Garden
TX000152,U02436,P04656,M00226,52.01,20240811043004,Montpellier,CASH,Food
TX000153,U02713,P04130,M00150,50.72,20230901081834,Lille,CASH,Books
TX000154,U09634,P04886,M00123,73.44,20241112185813,Toulouse,PAYPAL,Books
TX000155,U02410,P03007,M00365,441.66,20240803184242,Nice,CASH,Home & Garden
TX000156,U03745,P03749,M00268,80.86,20230907170536,Bordeaux,CASH,Electronics
TX000157,U04562,P02836,M00348,335.85,20230827192201,Lille,CASH,Sports
TX000158,U01433,P00088,M00032,17.32,20230129025908,Rennes,PAYPAL,Books
TX000159,U02738,P01911,M00048,142.42,20241126144813,Villeurbanne,BANK_TRANSFER,Clothing
TX000160,U07562,P01890,M00237,477.03,20230301154407,Strasbourg,BANK_TRANSFER,Sports
TX000161,U07051,P02575,M00407,223.4,20241120001833,Grenoble,PAYPAL,Home & Garden
TX000162,U00002,P04519,M00320,218.15,20231105085115,Le Havre,BANK_TRANSFER,Sports
TX000163,U03661,P03323,M00384,868.49,20230130234617,Nantes,CRYPTO,Electronics
TX000164,U04691,P04117,M00230,73.53,20240703210033,Bordeaux,PAYPAL,Beauty
TX000165,U03241,P00911,M00317,70.82,20230216192316,Bordeaux,PAYPAL,Sports
TX000166,U00308,P03591,M00009,181.12,20240516234953,Paris,PAYPAL,Home & Garden
TX000167,U00228,P04424,M00438,458.01,20240119023330,Lyon,CARD,Automotive
TX000168,U04068,P02223,M00092,59.1,20230831174402,Angers,CRYPTO,Books
TX000169,U05118,P00424,M00487,160.89,20230909100356,Nîmes,PAYPAL,Health
TX000170,U09308,P04398,M00316,8.89,20240413121037,Nice,CASH,Food
TX000171,U05655,P02015,M00203,431.26,20240509075404,Nîmes,PAYPAL,Automotive
TX000172,U06402,P04595,M00009,713.37,20240401025203,Marseille,CARD,Home & Garden
TX000173,U01394,P04131,M00269,906.36,20240714195942,Lille,CARD,Automotive
TX000174,U06446,P03930,M00392,84.77,20240129080851,Nantes,CARD,Health
TX000175,U06486,P01287,M00133,315.95,20230612071549,Grenoble,BANK_TRANSFER,Electronics
TX000176,U02635,P03349,M00325,209.67,20240710202329,Toulon,CARD,Beauty
TX000177,U08446,P00583,M00469,1280.65,20240606135939,Angers,CASH,Automotive
TX000178,U02210,P02954,M00330,78.51,20231207235856,Le Havre,CASH,Health
TX000179,U04730,P00550,M00210,7.84,20231031093126,Reims,CARD,Food
TX000180,U02665,P01054,M00197,365.88,20240430093046,Angers,CASH,Home & Garden
TX000181,U00885,P03446,M00091,21.0,20240127184058,Bordeaux,PAYPAL,Books
TX000182,U02944,P03088,M00144,1894.06,20241117113110,Toulon,CRYPTO,Electronics
TX000183,U01279,P02045,M00086,204.16,20240524205140,Strasbourg,PAYPAL,Sports
TX000184,U02537,P02961,M00048,114.01,20231207054622,Toulon,BANK_TRANSFER,Clothing
TX000185,U04209,P01173,M00253,140.28,20240407044145,Bordeaux,BANK_TRANSFER,Toys
TX000186,U08838,P00125,M00132,345.29,20230111095617,Paris,CARD,Clothing
TX000187,U07695,P02187,M00473,94.03,20240517043515,Dijon,CASH,Sports
TX000188,U04102,P01924,M00195,483.31,20240718015437,Nantes,CASH,Home & Garden
TX000189,U06343,P04075,M00125,51.92,20241028063909,Rennes,BANK_TRANSFER,Toys
TX000190,U00981,P01124,M00242,20.09,20241026024626,Grenoble,CASH,Books
TX000191,U06526,P02102,M00471,115.48,20230928162652,Toulon,CARD,Clothing
TX000192,U02878,P00781,M00202,319.6,20230823144310,Lyon,BANK_TRANSFER,Home & Garden
TX000193,U03640,P04351,M00188,912.34,20240207070609,Lyon,CARD,Home & Garden
TX000194,U09179,P01644,M00451,140.79,20240909191751,Montpellier,CARD,Food
TX000195,U03101,P00389,M00239,412.08,20230210225300,Toulouse,PAYPAL,Home & Garden
TX000196,U00854,P04943,M00368,174.77,20230819105745,Montpellier,CRYPTO,Clothing
TX000197,U02901,P02552,M00451,124.65,20230811184859,Rennes,PAYPAL,Food
TX000198,U07371,P02301,M00045,664.34,20230327110421,Rennes,BANK_TRANSFER,Automotive
TX000199,U07228,P00601,M00368,413.58,20240224122509,Lyon,PAYPAL,Clothing
TX000200,U08424,P01447,M00024,95.5,20231201135825,Toulon,PAYPAL,Automotive
TX000201,U08685,P03487,M00444,70.64,20241013230125,Lille,BANK_TRANSFER,Clothing
TX000202,U06744,P00734,M00186,7.4,20230317004836,Lille,CARD,Beauty
TX000203,U04737,P00221,M00122,57.75,20230303083759,Montpellier,CARD,Health
TX000204,U05466,P02930,M00411,617.81,20230424022923,Nice,BANK_TRANSFER,Electronics
TX000205,U02278,P03620,M00080,826.01,20230407190743,Nîmes,CRYPTO,Automotive
TX000206,U04272,P00806,M00161,182.17,20230914141426,Lille,CARD,Beauty
TX000207,U01983,P02057,M00284,206.7,20240210195150,Toulon,CASH,Electronics
TX000208,U00793,P04252,M00390,611.6,20240310230200,Saint-Etienne,CASH,Sports
TX000209,U04037,P03158,M00029,88.84,20240718221608,Grenoble,CASH,Health
TX000210,U04373,P04165,M00195,975.36,20230514073823,Reims,BANK_TRANSFER,Home & Garden
TX000211,U01285,P02913,M00299,23.99,20240824020725,Lille,BANK_TRANSFER,Health
TX000212,U05380,P04412,M00115,1140.93,20240302224150,Lyon,CRYPTO,Electronics
TX000213,U00683,P00219,M00290,71.9,20241222154226,Dijon,CRYPTO,Health
TX000214,U08165,P02699,M00001,2342.84,20231112085427,Paris,BANK_TRANSFER,Electronics
TX000215,U00451,P01716,M00414,1109.15,20230503093200,Grenoble,BANK_TRANSFER,Automotive
TX000216,U07413,P02004,M00304,646.48,20230817051231,Grenoble,BANK_TRANSFER,Home & Garden
TX000217,U06141,P00274,M00257,115.84,20230312085302,Dijon,CRYPTO,Clothing
TX000218,U07419,P04627,M00409,156.77,20240308055628,Montpellier,CRYPTO,Beauty
TX000219,U00234,P03446,M00091,36.43,20240308003520,Saint-Etienne,PAYPAL,Books
TX000220,U07433,P01380,M00328,252.85,20230721234846,Reims,PAYPAL,Sports
TX000221,U08495,P03564,M00348,169.21,20240606231011,Strasbourg,CRYPTO,Sports
TX000222,U02126,P01558,M00161,94.69,20231001154255,Villeurbanne,BANK_TRANSFER,Beauty
TX000223,U09729,P01985,M00286,216.76,20240118094528,Marseille,PAYPAL,Beauty
TX000224,U07073,P04816,M00144,882.76,20240322045105,Lille,CARD,Electronics
TX000225,U05742,P01313,M00052,173.01,20231001163808,Grenoble,CRYPTO,Clothing
TX000226,U04039,P04812,M00024,543.95,20231225083200,Montpellier,CARD,Automotive
TX000227,U05551,P00326,M00358,325.45,20230831191049,Dijon,BANK_TRANSFER,Sports
TX000228,U09904,P04433,M00291,153.49,20230703181250,Lille,CRYPTO,Toys
TX000229,U07976,P00654,M00245,1831.82,20230612075015,Paris,PAYPAL,Electronics
TX000230,U08656,P02193,M00185,2355.88,20240519114814,Reims,CASH,Electronics
TX000231,U00458,P00352,M00276,31.16,20241129065804,Nîmes,CASH,Health
TX000232,U08740,P03602,M00489,63.47,20241129063006,Grenoble,CRYPTO,Health
TX000233,U08346,P03914,M00387,126.94,20230501124408,Marseille,BANK_TRANSFER,Health
TX000234,U04983,P04200,M00496,21.69,20230124041212,Grenoble,CARD,Books
TX000235,U07962,P03500,M00141,600.66,20240324004850,Grenoble,CASH,Electronics
TX000236,U02193,P00416,M00442,101.03,20240918061609,Nice,CARD,Food
TX000237,U09558,P04087,M00332,76.07,20230514125652,Montpellier,CRYPTO,Food
TX000238,U06881,P03331,M00287,2169.34,20230311115918,Lille,CARD,Automotive
TX000239,U01386,P03320,M00380,132.93,20231003020044,Montpellier,CRYPTO,Health
TX000240,U09897,P00024,M00447,171.42,20230913094058,Toulon,CARD,Beauty
TX000241,U03166,P04409,M00132,17.19,20231120165311,Nîmes,BANK_TRANSFER,Clothing
TX000242,U01291,P04450,M00044,156.08,20230104162913,Strasbourg,CASH,Health
TX000243,U05852,P01400,M00458,247.74,20230804124854,Le Havre,CASH,Electronics
TX000244,U06695,P00811,M00095,32.68,20240704041256,Le Havre,PAYPAL,Books
TX000245,U01376,P04818,M00158,54.67,20240316014320,Montpellier,CARD,Toys
TX000246,U05243,P01910,M00314,1318.99,20240227192739,Nice,CASH,Electronics
TX000247,U04487,P01209,M00232,322.1,20240115021546,Lille,BANK_TRANSFER,Beauty
TX000248,U08874,P01049,M00066,59.46,20241002152110,Le Havre,CASH,Toys
TX000249,U08384,P04532,M00254,1665.87,20240222020551,Toulouse,CRYPTO,Home & Garden
TX000250,U04101,P04737,M00036,16.37,20231218032031,Montpellier,CRYPTO,Books
TX000251,U01663,P04974,M00105,980.84,20241220184312,Le Havre,CRYPTO,Electronics
TX000252,U05023,P00200,M00159,344.38,20241107074819,Grenoble,CASH,Electronics
TX000253,U06700,P02215,M00168,123.42,20230830000810,Lyon,PAYPAL,Health
TX000254,U07897,P03541,M00324,35.69,20240604163445,Dijon,CASH,Sports
TX000255,U07856,P04381,M00459,2064.9,20240308133154,Reims,BANK_TRANSFER,Electronics
TX000256,U09270,P04804,M00170,205.7,20240228063109,Reims,BANK_TRANSFER,Clothing
TX000257,U05647,P04937,M00066,101.15,20240719221822,Toulon,CRYPTO,Toys
TX000258,U00857,P03487,M00444,80.0,20230319085643,Marseille,CASH,Clothing
TX000259,U08648,P02607,M00426,1939.13,20240410091423,Dijon,CARD,Electronics
TX000260,U06662,P04040,M00495,54.29,20240818010420,Toulon,CRYPTO,Books
TX000261,U07846,P00591,M00492,2855.06,20230609042637,Rennes,PAYPAL,Automotive
TX000262,U01352,P02287,M00401,166.77,20230823061324,Grenoble,CRYPTO,Beauty
TX000263,U09232,P04084,M00433,491.84,20240315130629,Marseille,CRYPTO,Clothing
TX000264,U04316,P04764,M00259,271.98,20231225161642,Paris,CASH,Sports
TX000265,U00616,P03370,M00434,960.88,20230519054218,Lyon,CRYPTO,Home & Garden
TX000266,U05741,P04874,M00247,2415.41,20231130005550,Saint-Etienne,CARD,Automotive
TX000267,U06167,P01103,M00216,647.64,20230306171858,Lyon,BANK_TRANSFER,Automotive
TX000268,U07870,P04456,M00233,119.08,20240622052747,Grenoble,CARD,Food
TX000269,U02741,P04585,M00400,130.51,20240304170002,Bordeaux,CASH,Health
TX000270,U06870,P03761,M00204,127.59,20230405162411,Toulon,BANK_TRANSFER,Toys
TX000271,U00954,P00096,M00447,124.19,20241115114625,Grenoble,CRYPTO,Beauty
TX000272,U05741,P03552,M00394,32.01,20230331113339,Saint-Etienne,PAYPAL,Food
TX000273,U01709,P00887,M00224,14.86,20240312094551,Grenoble,BANK_TRANSFER,Books
TX000274,U09961,P01117,M00248,2104.43,20230913104106,Villeurbanne,BANK_TRANSFER,Automotive
TX000275,U02259,P00826,M00004,1030.9,20241004162146,Paris,CRYPTO,Home & Garden
TX000276,U02712,P02286,M00018,188.75,20241030224151,Saint-Etienne,CASH,Health
TX000277,U08283,P03893,M00386,2384.58,20230208073900,Rennes,PAYPAL,Electronics
TX000278,U06150,P03942,M00249,329.02,20240820171532,Toulouse,PAYPAL,Clothing
TX000279,U00061,P03377,M00476,71.77,20240917002623,Grenoble,CARD,Health
TX000280,U08189,P04402,M00462,14.45,20240614200619,Grenoble,CRYPTO,Books
TX000281,U03358,P00601,M00368,327.94,20241119061800,Saint-Etienne,CARD,Clothing
TX000282,U06088,P01708,M00395,75.44,20230930045421,Dijon,BANK_TRANSFER,Books
TX000283,U02529,P00918,M00388,80.7,20231104121140,Montpellier,PAYPAL,Home & Garden
TX000284,U03275,P02123,M00173,270.25,20240226110658,Rennes,CASH,Health
TX000285,U02723,P01990,M00485,59.54,20240219145433,Lyon,PAYPAL,Food
TX000286,U03705,P03710,M00255,285.85,20241122141624,Nantes,PAYPAL,Clothing
TX000287,U07279,P02289,M00017,51.85,20230507020435,Dijon,PAYPAL,Toys
TX000288,U00242,P02673,M00456,320.41,20230528034233,Toulon,CARD,Electronics
TX000289,U08657,P03967,M00042,5.71,20240302043209,Saint-Etienne,PAYPAL,Food
TX000290,U03461,P04119,M00350,62.52,20241025092609,Toulon,CARD,Clothing
TX000291,U01579,P04187,M00269,1966.88,20231215194841,Paris,PAYPAL,Automotive
TX000292,U00651,P04819,M00309,199.83,20240716055357,Reims,PAYPAL,Clothing
TX000293,U00546,P03915,M00311,41.28,20240606092547,Lyon,BANK_TRANSFER,Books
TX000294,U00182,P04914,M00029,110.96,20240322222752,Reims,CASH,Health
TX000295,U05363,P00748,M00169,68.61,20240801035500,Villeurbanne,CARD,Books
TX000296,U04579,P04007,M00444,128.71,20240308083245,Dijon,CRYPTO,Clothing
TX000297,U02203,P04852,M00109,40.73,20230122225728,Marseille,CARD,Health
TX000298,U01374,P03825,M00095,62.29,20240924132756,Reims,BANK_TRANSFER,Books
TX000299,U01195,P03980,M00421,84.21,20241117100735,Marseille,PAYPAL,Toys
TX000300,U09874,P03915,M00311,30.66,20240723042556,Dijon,CARD,Books
TX000301,U07064,P01982,M00378,214.87,20241104134016,Lille,CASH,Toys
TX000302,U09731,P03502,M00126,742.28,20230801173206,Angers,CASH,Automotive
TX000303,U06421,P04072,M00498,9.52,20240525042623,Angers,CASH,Toys
TX000304,U04890,P00669,M00395,8.04,20240616232124,Grenoble,BANK_TRANSFER,Books
TX000305,U05031,P02795,M00307,174.77,20240222065146,Le Havre,PAYPAL,Sports
TX000306,U05108,P00154,M00357,96.36,20241118153017,Reims,CASH,Automotive
TX000307,U07375,P04356,M00455,80.52,20230222225256,Grenoble,CARD,Food
TX000308,U07322,P01475,M00053,790.12,20230711171249,Bordeaux,BANK_TRANSFER,Automotive
TX000309,U07502,P04029,M00334,72.37,20230701182753,Bordeaux,PAYPAL,Health
TX000310,U09337,P04321,M00331,386.01,20230716052302,Nantes,CASH,Sports
TX000311,U00314,P00537,M00308,31.61,20240531222529,Toulouse,BANK_TRANSFER,Food
TX000312,U03330,P01236,M00252,329.09,20240614203500,Rennes,CASH,Home & Garden
TX000313,U04763,P04587,M00045,233.56,20240821015127,Grenoble,CARD,Automotive
TX000314,U06648,P02659,M00473,342.41,20240427160651,Paris,CARD,Sports
TX000315,U01092,P01043,M00109,147.85,20240720142445,Dijon,CARD,Health
TX000316,U06849,P00561,M00425,45.99,20240107200540,Nîmes,BANK_TRANSFER,Books
TX000317,U02775,P02846,M00038,59.11,20240913110625,Dijon,BANK_TRANSFER,Books
TX000318,U06083,P03954,M00117,247.01,20230612030525,Lille,PAYPAL,Home & Garden
TX000319,U02738,P02495,M00313,197.56,20240113012530,Villeurbanne,PAYPAL,Clothing
